time_sec,frame,id,role,status,is_danger
10.54,316,TRAIN -1,train,REPAIR_OBJECT,0
10.54,316,TRAIN -1,train,REPAIR_OBJECT,0
10.54,316,TRAIN -1,train,REPAIR_OBJECT,0
10.58,317,TRAIN -1,train,REPAIR_OBJECT,0
10.58,317,TRAIN -1,train,REPAIR_OBJECT,0
10.58,317,TRAIN -1,train,REPAIR_OBJECT,0
10.61,318,TRAIN -1,train,REPAIR_OBJECT,0
10.61,318,TRAIN -1,train,REPAIR_OBJECT,0
10.61,318,TRAIN -1,train,REPAIR_OBJECT,0
10.64,319,TRAIN -1,train,REPAIR_OBJECT,0
10.64,319,-1,signalman,WORKING,0
10.64,319,TRAIN -1,train,REPAIR_OBJECT,0
10.64,319,-1,signalman,WORKING,0
10.64,319,TRAIN -1,train,REPAIR_OBJECT,0
10.64,319,-1,signalman,WORKING,0
10.68,320,TRAIN -1,train,REPAIR_OBJECT,0
10.68,320,-1,signalman,WORKING,0
10.68,320,TRAIN -1,train,REPAIR_OBJECT,0
10.68,320,-1,signalman,WORKING,0
10.68,320,TRAIN -1,train,REPAIR_OBJECT,0
10.68,320,-1,signalman,WORKING,0
10.71,321,TRAIN -1,train,REPAIR_OBJECT,0
10.71,321,-1,signalman,WORKING,0
10.71,321,TRAIN -1,train,REPAIR_OBJECT,0
10.71,321,-1,signalman,WORKING,0
10.71,321,TRAIN -1,train,REPAIR_OBJECT,0
10.71,321,-1,signalman,WORKING,0
10.74,322,TRAIN -1,train,REPAIR_OBJECT,0
10.74,322,-1,signalman,WORKING,0
10.74,322,TRAIN -1,train,REPAIR_OBJECT,0
10.74,322,-1,signalman,WORKING,0
10.74,322,TRAIN -1,train,REPAIR_OBJECT,0
10.74,322,-1,signalman,WORKING,0
10.78,323,TRAIN -1,train,REPAIR_OBJECT,0
10.78,323,-1,signalman,WORKING,0
10.78,323,TRAIN -1,train,REPAIR_OBJECT,0
10.78,323,-1,signalman,WORKING,0
10.78,323,TRAIN -1,train,REPAIR_OBJECT,0
10.78,323,-1,signalman,WORKING,0
10.81,324,TRAIN -1,train,REPAIR_OBJECT,0
10.81,324,-1,signalman,WORKING,0
10.81,324,TRAIN -1,train,REPAIR_OBJECT,0
10.81,324,-1,signalman,WORKING,0
10.81,324,TRAIN -1,train,REPAIR_OBJECT,0
10.81,324,-1,signalman,WORKING,0
10.84,325,TRAIN -1,train,REPAIR_OBJECT,0
10.84,325,-1,signalman,WORKING,0
10.84,325,TRAIN -1,train,REPAIR_OBJECT,0
10.84,325,-1,signalman,WORKING,0
10.84,325,TRAIN -1,train,REPAIR_OBJECT,0
10.84,325,-1,signalman,WORKING,0
10.88,326,-1,signalman,WORKING,0
10.88,326,-1,signalman,WORKING,0
10.88,326,-1,signalman,WORKING,0
10.91,327,-1,signalman,WORKING,0
10.91,327,-1,signalman,WORKING,0
10.91,327,-1,signalman,WORKING,0
10.94,328,-1,signalman,WORKING,0
10.94,328,-1,signalman,WORKING,0
10.94,328,-1,signalman,WORKING,0
10.98,329,-1,signalman,WORKING,0
10.98,329,-1,signalman,WORKING,0
10.98,329,-1,signalman,WORKING,0
11.01,330,TRAIN -1,train,REPAIR_OBJECT,0
11.01,330,-1,signalman,WORKING,0
11.01,330,TRAIN -1,train,REPAIR_OBJECT,0
11.01,330,-1,signalman,WORKING,0
11.01,330,TRAIN -1,train,REPAIR_OBJECT,0
11.01,330,-1,signalman,WORKING,0
11.04,331,TRAIN -1,train,REPAIR_OBJECT,0
11.04,331,-1,signalman,WORKING,0
11.04,331,TRAIN -1,train,REPAIR_OBJECT,0
11.04,331,-1,signalman,WORKING,0
11.04,331,TRAIN -1,train,REPAIR_OBJECT,0
11.04,331,-1,signalman,WORKING,0
11.08,332,TRAIN -1,train,REPAIR_OBJECT,0
11.08,332,-1,signalman,WORKING,0
11.08,332,TRAIN -1,train,REPAIR_OBJECT,0
11.08,332,-1,signalman,WORKING,0
11.08,332,TRAIN -1,train,REPAIR_OBJECT,0
11.08,332,-1,signalman,WORKING,0
11.11,333,TRAIN -1,train,REPAIR_OBJECT,0
11.11,333,-1,signalman,WORKING,0
11.11,333,TRAIN -1,train,REPAIR_OBJECT,0
11.11,333,-1,signalman,WORKING,0
11.11,333,TRAIN -1,train,REPAIR_OBJECT,0
11.11,333,-1,signalman,WORKING,0
11.14,334,TRAIN -1,train,REPAIR_OBJECT,0
11.14,334,-1,signalman,WORKING,0
11.14,334,TRAIN -1,train,REPAIR_OBJECT,0
11.14,334,-1,signalman,WORKING,0
11.14,334,TRAIN -1,train,REPAIR_OBJECT,0
11.14,334,-1,signalman,WORKING,0
11.18,335,TRAIN 1,train,REPAIR_OBJECT,0
11.18,335,TRAIN 1,train,REPAIR_OBJECT,0
11.18,335,TRAIN 1,train,REPAIR_OBJECT,0
11.21,336,TRAIN 1,train,REPAIR_OBJECT,0
11.21,336,TRAIN 1,train,REPAIR_OBJECT,0
11.21,336,TRAIN 1,train,REPAIR_OBJECT,0
11.24,337,TRAIN 1,train,REPAIR_OBJECT,0
11.24,337,TRAIN 1,train,REPAIR_OBJECT,0
11.24,337,TRAIN 1,train,REPAIR_OBJECT,0
11.28,338,TRAIN 1,train,REPAIR_OBJECT,0
11.28,338,TRAIN 1,train,REPAIR_OBJECT,0
11.28,338,TRAIN 1,train,REPAIR_OBJECT,0
11.31,339,TRAIN 1,train,REPAIR_OBJECT,0
11.31,339,TRAIN 1,train,REPAIR_OBJECT,0
11.31,339,TRAIN 1,train,REPAIR_OBJECT,0
11.34,340,TRAIN 1,train,REPAIR_OBJECT,0
11.34,340,TRAIN 1,train,REPAIR_OBJECT,0
11.34,340,TRAIN 1,train,REPAIR_OBJECT,0
11.38,341,TRAIN 1,train,REPAIR_OBJECT,0
11.38,341,TRAIN 1,train,REPAIR_OBJECT,0
11.38,341,TRAIN 1,train,REPAIR_OBJECT,0
11.41,342,TRAIN 1,train,REPAIR_OBJECT,0
11.41,342,TRAIN 1,train,REPAIR_OBJECT,0
11.41,342,TRAIN 1,train,REPAIR_OBJECT,0
11.44,343,TRAIN 1,train,REPAIR_OBJECT,0
11.44,343,TRAIN 1,train,REPAIR_OBJECT,0
11.44,343,TRAIN 1,train,REPAIR_OBJECT,0
11.48,344,TRAIN 1,train,REPAIR_OBJECT,0
11.48,344,TRAIN 1,train,REPAIR_OBJECT,0
11.48,344,TRAIN 1,train,REPAIR_OBJECT,0
11.51,345,TRAIN 1,train,REPAIR_OBJECT,0
11.51,345,TRAIN 1,train,REPAIR_OBJECT,0
11.51,345,TRAIN 1,train,REPAIR_OBJECT,0
11.54,346,TRAIN 1,train,REPAIR_OBJECT,0
11.54,346,TRAIN 1,train,REPAIR_OBJECT,0
11.54,346,TRAIN 1,train,REPAIR_OBJECT,0
11.58,347,TRAIN 1,train,REPAIR_OBJECT,0
11.58,347,TRAIN 1,train,REPAIR_OBJECT,0
11.58,347,TRAIN 1,train,REPAIR_OBJECT,0
11.61,348,TRAIN 1,train,REPAIR_OBJECT,0
11.61,348,TRAIN 1,train,REPAIR_OBJECT,0
11.61,348,TRAIN 1,train,REPAIR_OBJECT,0
11.64,349,TRAIN 1,train,REPAIR_OBJECT,0
11.64,349,TRAIN 1,train,REPAIR_OBJECT,0
11.64,349,TRAIN 1,train,REPAIR_OBJECT,0
11.68,350,TRAIN 1,train,REPAIR_OBJECT,0
11.68,350,TRAIN 1,train,REPAIR_OBJECT,0
11.68,350,TRAIN 1,train,REPAIR_OBJECT,0
11.71,351,TRAIN 1,train,REPAIR_OBJECT,0
11.71,351,TRAIN 1,train,REPAIR_OBJECT,0
11.71,351,TRAIN 1,train,REPAIR_OBJECT,0
11.74,352,TRAIN 1,train,REPAIR_OBJECT,0
11.74,352,TRAIN 1,train,REPAIR_OBJECT,0
11.74,352,TRAIN 1,train,REPAIR_OBJECT,0
11.78,353,TRAIN 1,train,REPAIR_OBJECT,0
11.78,353,TRAIN 1,train,REPAIR_OBJECT,0
11.78,353,TRAIN 1,train,REPAIR_OBJECT,0
11.81,354,TRAIN 1,train,REPAIR_OBJECT,0
11.81,354,TRAIN 1,train,REPAIR_OBJECT,0
11.81,354,TRAIN 1,train,REPAIR_OBJECT,0
11.84,355,TRAIN 1,train,REPAIR_OBJECT,0
11.84,355,TRAIN 1,train,REPAIR_OBJECT,0
11.84,355,TRAIN 1,train,REPAIR_OBJECT,0
11.88,356,TRAIN 1,train,REPAIR_OBJECT,0
11.88,356,TRAIN 1,train,REPAIR_OBJECT,0
11.88,356,TRAIN 1,train,REPAIR_OBJECT,0
11.91,357,TRAIN 1,train,REPAIR_OBJECT,0
11.91,357,TRAIN 1,train,REPAIR_OBJECT,0
11.91,357,TRAIN 1,train,REPAIR_OBJECT,0
11.95,358,TRAIN 1,train,REPAIR_OBJECT,0
11.95,358,TRAIN 1,train,REPAIR_OBJECT,0
11.95,358,TRAIN 1,train,REPAIR_OBJECT,0
11.98,359,TRAIN 1,train,REPAIR_OBJECT,0
11.98,359,TRAIN 1,train,REPAIR_OBJECT,0
11.98,359,TRAIN 1,train,REPAIR_OBJECT,0
12.01,360,TRAIN 1,train,REPAIR_OBJECT,0
12.01,360,TRAIN 1,train,REPAIR_OBJECT,0
12.01,360,TRAIN 1,train,REPAIR_OBJECT,0
12.05,361,TRAIN 1,train,REPAIR_OBJECT,0
12.05,361,TRAIN 1,train,REPAIR_OBJECT,0
12.05,361,TRAIN 1,train,REPAIR_OBJECT,0
12.08,362,TRAIN 1,train,REPAIR_OBJECT,0
12.08,362,TRAIN 1,train,REPAIR_OBJECT,0
12.08,362,TRAIN 1,train,REPAIR_OBJECT,0
12.11,363,TRAIN 1,train,REPAIR_OBJECT,0
12.11,363,TRAIN 1,train,REPAIR_OBJECT,0
12.11,363,TRAIN 1,train,REPAIR_OBJECT,0
12.15,364,TRAIN 1,train,REPAIR_OBJECT,0
12.15,364,TRAIN 1,train,REPAIR_OBJECT,0
12.15,364,TRAIN 1,train,REPAIR_OBJECT,0
12.18,365,TRAIN 1,train,REPAIR_OBJECT,0
12.18,365,TRAIN 1,train,REPAIR_OBJECT,0
12.18,365,TRAIN 1,train,REPAIR_OBJECT,0
12.21,366,TRAIN 1,train,REPAIR_OBJECT,0
12.21,366,TRAIN 1,train,REPAIR_OBJECT,0
12.21,366,TRAIN 1,train,REPAIR_OBJECT,0
12.25,367,TRAIN 1,train,REPAIR_OBJECT,0
12.25,367,TRAIN 1,train,REPAIR_OBJECT,0
12.25,367,TRAIN 1,train,REPAIR_OBJECT,0
12.28,368,TRAIN 1,train,REPAIR_OBJECT,0
12.28,368,TRAIN 1,train,REPAIR_OBJECT,0
12.28,368,TRAIN 1,train,REPAIR_OBJECT,0
12.31,369,TRAIN 1,train,REPAIR_OBJECT,0
12.31,369,TRAIN 1,train,REPAIR_OBJECT,0
12.31,369,TRAIN 1,train,REPAIR_OBJECT,0
12.35,370,TRAIN 1,train,REPAIR_OBJECT,0
12.35,370,TRAIN 1,train,REPAIR_OBJECT,0
12.35,370,TRAIN 1,train,REPAIR_OBJECT,0
12.38,371,TRAIN 1,train,REPAIR_OBJECT,0
12.38,371,TRAIN 1,train,REPAIR_OBJECT,0
12.38,371,TRAIN 1,train,REPAIR_OBJECT,0
12.41,372,TRAIN 1,train,REPAIR_OBJECT,0
12.41,372,TRAIN 1,train,REPAIR_OBJECT,0
12.41,372,TRAIN 1,train,REPAIR_OBJECT,0
12.45,373,TRAIN 1,train,REPAIR_OBJECT,0
12.45,373,TRAIN 1,train,REPAIR_OBJECT,0
12.45,373,TRAIN 1,train,REPAIR_OBJECT,0
12.48,374,TRAIN 1,train,REPAIR_OBJECT,0
12.48,374,TRAIN 1,train,REPAIR_OBJECT,0
12.48,374,TRAIN 1,train,REPAIR_OBJECT,0
12.51,375,TRAIN 1,train,REPAIR_OBJECT,0
12.51,375,TRAIN 1,train,REPAIR_OBJECT,0
12.51,375,TRAIN 1,train,REPAIR_OBJECT,0
12.55,376,TRAIN 1,train,REPAIR_OBJECT,0
12.55,376,TRAIN 1,train,REPAIR_OBJECT,0
12.55,376,TRAIN 1,train,REPAIR_OBJECT,0
12.58,377,TRAIN 1,train,REPAIR_OBJECT,0
12.58,377,TRAIN 1,train,REPAIR_OBJECT,0
12.58,377,TRAIN 1,train,REPAIR_OBJECT,0
12.61,378,TRAIN 1,train,REPAIR_OBJECT,0
12.61,378,TRAIN 1,train,REPAIR_OBJECT,0
12.61,378,TRAIN 1,train,REPAIR_OBJECT,0
12.65,379,TRAIN 1,train,REPAIR_OBJECT,0
12.65,379,TRAIN 1,train,REPAIR_OBJECT,0
12.65,379,TRAIN 1,train,REPAIR_OBJECT,0
12.68,380,TRAIN 1,train,REPAIR_OBJECT,0
12.68,380,TRAIN 1,train,REPAIR_OBJECT,0
12.68,380,TRAIN 1,train,REPAIR_OBJECT,0
12.71,381,TRAIN 1,train,REPAIR_OBJECT,0
12.71,381,TRAIN 1,train,REPAIR_OBJECT,0
12.71,381,TRAIN 1,train,REPAIR_OBJECT,0
12.75,382,TRAIN 1,train,REPAIR_OBJECT,0
12.75,382,TRAIN 1,train,REPAIR_OBJECT,0
12.75,382,TRAIN 1,train,REPAIR_OBJECT,0
12.78,383,TRAIN 1,train,REPAIR_OBJECT,0
12.78,383,TRAIN 1,train,REPAIR_OBJECT,0
12.78,383,TRAIN 1,train,REPAIR_OBJECT,0
12.81,384,TRAIN 1,train,REPAIR_OBJECT,0
12.81,384,TRAIN 1,train,REPAIR_OBJECT,0
12.81,384,TRAIN 1,train,REPAIR_OBJECT,0
12.85,385,TRAIN 1,train,REPAIR_OBJECT,0
12.85,385,TRAIN 1,train,REPAIR_OBJECT,0
12.85,385,TRAIN 1,train,REPAIR_OBJECT,0
12.88,386,TRAIN 1,train,REPAIR_OBJECT,0
12.88,386,TRAIN 1,train,REPAIR_OBJECT,0
12.88,386,TRAIN 1,train,REPAIR_OBJECT,0
12.91,387,TRAIN 1,train,REPAIR_OBJECT,0
12.91,387,TRAIN 1,train,REPAIR_OBJECT,0
12.91,387,TRAIN 1,train,REPAIR_OBJECT,0
12.95,388,TRAIN 1,train,REPAIR_OBJECT,0
12.95,388,TRAIN 1,train,REPAIR_OBJECT,0
12.95,388,TRAIN 1,train,REPAIR_OBJECT,0
12.98,389,TRAIN 1,train,REPAIR_OBJECT,0
12.98,389,TRAIN 1,train,REPAIR_OBJECT,0
12.98,389,TRAIN 1,train,REPAIR_OBJECT,0
13.01,390,TRAIN 1,train,REPAIR_OBJECT,0
13.01,390,TRAIN 1,train,REPAIR_OBJECT,0
13.01,390,TRAIN 1,train,REPAIR_OBJECT,0
13.05,391,TRAIN 1,train,REPAIR_OBJECT,0
13.05,391,TRAIN 1,train,REPAIR_OBJECT,0
13.05,391,TRAIN 1,train,REPAIR_OBJECT,0
13.08,392,TRAIN 1,train,REPAIR_OBJECT,0
13.08,392,TRAIN 1,train,REPAIR_OBJECT,0
13.08,392,TRAIN 1,train,REPAIR_OBJECT,0
13.11,393,TRAIN 1,train,REPAIR_OBJECT,0
13.11,393,TRAIN 1,train,REPAIR_OBJECT,0
13.11,393,TRAIN 1,train,REPAIR_OBJECT,0
13.15,394,TRAIN 1,train,REPAIR_OBJECT,0
13.15,394,TRAIN 1,train,REPAIR_OBJECT,0
13.15,394,TRAIN 1,train,REPAIR_OBJECT,0
13.18,395,TRAIN 1,train,REPAIR_OBJECT,0
13.18,395,TRAIN 1,train,REPAIR_OBJECT,0
13.18,395,TRAIN 1,train,REPAIR_OBJECT,0
13.21,396,TRAIN 1,train,REPAIR_OBJECT,0
13.21,396,TRAIN 1,train,REPAIR_OBJECT,0
13.21,396,TRAIN 1,train,REPAIR_OBJECT,0
13.25,397,TRAIN 1,train,REPAIR_OBJECT,0
13.25,397,TRAIN 1,train,REPAIR_OBJECT,0
13.25,397,TRAIN 1,train,REPAIR_OBJECT,0
13.28,398,TRAIN 1,train,REPAIR_OBJECT,0
13.28,398,TRAIN 1,train,REPAIR_OBJECT,0
13.28,398,TRAIN 1,train,REPAIR_OBJECT,0
13.31,399,TRAIN 1,train,REPAIR_OBJECT,0
13.31,399,TRAIN 1,train,REPAIR_OBJECT,0
13.31,399,TRAIN 1,train,REPAIR_OBJECT,0
13.35,400,TRAIN 1,train,REPAIR_OBJECT,0
13.35,400,TRAIN 1,train,REPAIR_OBJECT,0
13.35,400,TRAIN 1,train,REPAIR_OBJECT,0
13.38,401,TRAIN 1,train,REPAIR_OBJECT,0
13.38,401,TRAIN 1,train,REPAIR_OBJECT,0
13.38,401,TRAIN 1,train,REPAIR_OBJECT,0
13.41,402,TRAIN 1,train,REPAIR_OBJECT,0
13.41,402,TRAIN 1,train,REPAIR_OBJECT,0
13.41,402,TRAIN 1,train,REPAIR_OBJECT,0
13.45,403,TRAIN 1,train,REPAIR_OBJECT,0
13.45,403,TRAIN 1,train,REPAIR_OBJECT,0
13.45,403,TRAIN 1,train,REPAIR_OBJECT,0
13.48,404,TRAIN 1,train,REPAIR_OBJECT,0
13.48,404,TRAIN 1,train,REPAIR_OBJECT,0
13.48,404,TRAIN 1,train,REPAIR_OBJECT,0
13.51,405,TRAIN 1,train,REPAIR_OBJECT,0
13.51,405,TRAIN 1,train,REPAIR_OBJECT,0
13.51,405,TRAIN 1,train,REPAIR_OBJECT,0
13.55,406,TRAIN 1,train,REPAIR_OBJECT,0
13.55,406,TRAIN 1,train,REPAIR_OBJECT,0
13.55,406,TRAIN 1,train,REPAIR_OBJECT,0
13.58,407,TRAIN 1,train,REPAIR_OBJECT,0
13.58,407,TRAIN 1,train,REPAIR_OBJECT,0
13.58,407,TRAIN 1,train,REPAIR_OBJECT,0
13.61,408,TRAIN 1,train,REPAIR_OBJECT,0
13.61,408,TRAIN 1,train,REPAIR_OBJECT,0
13.61,408,TRAIN 1,train,REPAIR_OBJECT,0
13.65,409,TRAIN 1,train,REPAIR_OBJECT,0
13.65,409,TRAIN 1,train,REPAIR_OBJECT,0
13.65,409,TRAIN 1,train,REPAIR_OBJECT,0
13.68,410,TRAIN 1,train,REPAIR_OBJECT,0
13.68,410,TRAIN 1,train,REPAIR_OBJECT,0
13.68,410,TRAIN 1,train,REPAIR_OBJECT,0
13.71,411,TRAIN 1,train,REPAIR_OBJECT,0
13.71,411,TRAIN 1,train,REPAIR_OBJECT,0
13.71,411,TRAIN 1,train,REPAIR_OBJECT,0
13.75,412,TRAIN 1,train,REPAIR_OBJECT,0
13.75,412,TRAIN 1,train,REPAIR_OBJECT,0
13.75,412,TRAIN 1,train,REPAIR_OBJECT,0
13.78,413,TRAIN 1,train,REPAIR_OBJECT,0
13.78,413,TRAIN 1,train,REPAIR_OBJECT,0
13.78,413,TRAIN 1,train,REPAIR_OBJECT,0
13.81,414,TRAIN 1,train,REPAIR_OBJECT,0
13.81,414,TRAIN 1,train,REPAIR_OBJECT,0
13.81,414,TRAIN 1,train,REPAIR_OBJECT,0
13.85,415,TRAIN 1,train,REPAIR_OBJECT,0
13.85,415,TRAIN 1,train,REPAIR_OBJECT,0
13.85,415,TRAIN 1,train,REPAIR_OBJECT,0
13.88,416,TRAIN 1,train,REPAIR_OBJECT,0
13.88,416,TRAIN 1,train,REPAIR_OBJECT,0
13.88,416,TRAIN 1,train,REPAIR_OBJECT,0
13.91,417,TRAIN 1,train,REPAIR_OBJECT,0
13.91,417,TRAIN 1,train,REPAIR_OBJECT,0
13.91,417,TRAIN 1,train,REPAIR_OBJECT,0
13.95,418,TRAIN 1,train,REPAIR_OBJECT,0
13.95,418,TRAIN 1,train,REPAIR_OBJECT,0
13.95,418,TRAIN 1,train,REPAIR_OBJECT,0
13.98,419,TRAIN 1,train,REPAIR_OBJECT,0
13.98,419,TRAIN 1,train,REPAIR_OBJECT,0
13.98,419,TRAIN 1,train,REPAIR_OBJECT,0
14.01,420,TRAIN 1,train,REPAIR_OBJECT,0
14.01,420,TRAIN 1,train,REPAIR_OBJECT,0
14.01,420,TRAIN 1,train,REPAIR_OBJECT,0
14.05,421,TRAIN 1,train,REPAIR_OBJECT,0
14.05,421,TRAIN 1,train,REPAIR_OBJECT,0
14.05,421,TRAIN 1,train,REPAIR_OBJECT,0
14.08,422,TRAIN 1,train,REPAIR_OBJECT,0
14.08,422,TRAIN 1,train,REPAIR_OBJECT,0
14.08,422,TRAIN 1,train,REPAIR_OBJECT,0
14.11,423,TRAIN 1,train,REPAIR_OBJECT,0
14.11,423,TRAIN 1,train,REPAIR_OBJECT,0
14.11,423,TRAIN 1,train,REPAIR_OBJECT,0
14.15,424,TRAIN 1,train,REPAIR_OBJECT,0
14.15,424,TRAIN 1,train,REPAIR_OBJECT,0
14.15,424,TRAIN 1,train,REPAIR_OBJECT,0
14.18,425,TRAIN 1,train,REPAIR_OBJECT,0
14.18,425,TRAIN 1,train,REPAIR_OBJECT,0
14.18,425,TRAIN 1,train,REPAIR_OBJECT,0
14.21,426,TRAIN 1,train,REPAIR_OBJECT,0
14.21,426,TRAIN 1,train,REPAIR_OBJECT,0
14.21,426,TRAIN 1,train,REPAIR_OBJECT,0
14.25,427,TRAIN 1,train,REPAIR_OBJECT,0
14.25,427,TRAIN 1,train,REPAIR_OBJECT,0
14.25,427,TRAIN 1,train,REPAIR_OBJECT,0
14.28,428,TRAIN 1,train,REPAIR_OBJECT,0
14.28,428,TRAIN 1,train,REPAIR_OBJECT,0
14.28,428,TRAIN 1,train,REPAIR_OBJECT,0
14.31,429,TRAIN 1,train,REPAIR_OBJECT,0
14.31,429,TRAIN 1,train,REPAIR_OBJECT,0
14.31,429,TRAIN 1,train,REPAIR_OBJECT,0
14.35,430,TRAIN 1,train,REPAIR_OBJECT,0
14.35,430,TRAIN 1,train,REPAIR_OBJECT,0
14.35,430,TRAIN 1,train,REPAIR_OBJECT,0
14.38,431,TRAIN 1,train,REPAIR_OBJECT,0
14.38,431,TRAIN 1,train,REPAIR_OBJECT,0
14.38,431,TRAIN 1,train,REPAIR_OBJECT,0
14.41,432,TRAIN 1,train,REPAIR_OBJECT,0
14.41,432,TRAIN 1,train,REPAIR_OBJECT,0
14.41,432,TRAIN 1,train,REPAIR_OBJECT,0
14.45,433,TRAIN 1,train,REPAIR_OBJECT,0
14.45,433,TRAIN 1,train,REPAIR_OBJECT,0
14.45,433,TRAIN 1,train,REPAIR_OBJECT,0
14.48,434,TRAIN 1,train,REPAIR_OBJECT,0
14.48,434,TRAIN 1,train,REPAIR_OBJECT,0
14.48,434,TRAIN 1,train,REPAIR_OBJECT,0
14.51,435,TRAIN 1,train,REPAIR_OBJECT,0
14.51,435,TRAIN 1,train,REPAIR_OBJECT,0
14.51,435,TRAIN 1,train,REPAIR_OBJECT,0
14.55,436,TRAIN 1,train,REPAIR_OBJECT,0
14.55,436,TRAIN 1,train,REPAIR_OBJECT,0
14.55,436,TRAIN 1,train,REPAIR_OBJECT,0
14.58,437,TRAIN 1,train,REPAIR_OBJECT,0
14.58,437,TRAIN 1,train,REPAIR_OBJECT,0
14.58,437,TRAIN 1,train,REPAIR_OBJECT,0
14.61,438,TRAIN 1,train,REPAIR_OBJECT,0
14.61,438,TRAIN 1,train,REPAIR_OBJECT,0
14.61,438,TRAIN 1,train,REPAIR_OBJECT,0
14.65,439,TRAIN 1,train,REPAIR_OBJECT,0
14.65,439,TRAIN 1,train,REPAIR_OBJECT,0
14.65,439,TRAIN 1,train,REPAIR_OBJECT,0
14.68,440,TRAIN 1,train,REPAIR_OBJECT,0
14.68,440,TRAIN 1,train,REPAIR_OBJECT,0
14.68,440,TRAIN 1,train,REPAIR_OBJECT,0
14.71,441,TRAIN 1,train,REPAIR_OBJECT,0
14.71,441,TRAIN 1,train,REPAIR_OBJECT,0
14.71,441,TRAIN 1,train,REPAIR_OBJECT,0
14.75,442,TRAIN 1,train,REPAIR_OBJECT,0
14.75,442,TRAIN 1,train,REPAIR_OBJECT,0
14.75,442,TRAIN 1,train,REPAIR_OBJECT,0
14.78,443,TRAIN 1,train,REPAIR_OBJECT,0
14.78,443,TRAIN 1,train,REPAIR_OBJECT,0
14.78,443,TRAIN 1,train,REPAIR_OBJECT,0
14.81,444,TRAIN 1,train,REPAIR_OBJECT,0
14.81,444,TRAIN 1,train,REPAIR_OBJECT,0
14.81,444,TRAIN 1,train,REPAIR_OBJECT,0
14.85,445,TRAIN 1,train,REPAIR_OBJECT,0
14.85,445,TRAIN 1,train,REPAIR_OBJECT,0
14.85,445,TRAIN 1,train,REPAIR_OBJECT,0
14.88,446,TRAIN 1,train,REPAIR_OBJECT,0
14.88,446,TRAIN 1,train,REPAIR_OBJECT,0
14.88,446,TRAIN 1,train,REPAIR_OBJECT,0
14.91,447,TRAIN 1,train,REPAIR_OBJECT,0
14.91,447,TRAIN 1,train,REPAIR_OBJECT,0
14.91,447,TRAIN 1,train,REPAIR_OBJECT,0
14.95,448,TRAIN 1,train,REPAIR_OBJECT,0
14.95,448,TRAIN 1,train,REPAIR_OBJECT,0
14.95,448,TRAIN 1,train,REPAIR_OBJECT,0
14.98,449,TRAIN 1,train,REPAIR_OBJECT,0
14.98,449,TRAIN 1,train,REPAIR_OBJECT,0
14.98,449,TRAIN 1,train,REPAIR_OBJECT,0
15.01,450,TRAIN 1,train,REPAIR_OBJECT,0
15.01,450,TRAIN 1,train,REPAIR_OBJECT,0
15.01,450,TRAIN 1,train,REPAIR_OBJECT,0
15.05,451,TRAIN 1,train,REPAIR_OBJECT,0
15.05,451,TRAIN 1,train,REPAIR_OBJECT,0
15.05,451,TRAIN 1,train,REPAIR_OBJECT,0
15.08,452,TRAIN 1,train,REPAIR_OBJECT,0
15.08,452,TRAIN 1,train,REPAIR_OBJECT,0
15.08,452,TRAIN 1,train,REPAIR_OBJECT,0
15.11,453,TRAIN 1,train,REPAIR_OBJECT,0
15.11,453,TRAIN 1,train,REPAIR_OBJECT,0
15.11,453,TRAIN 1,train,REPAIR_OBJECT,0
15.15,454,TRAIN 1,train,REPAIR_OBJECT,0
15.15,454,TRAIN 1,train,REPAIR_OBJECT,0
15.15,454,TRAIN 1,train,REPAIR_OBJECT,0
15.18,455,TRAIN 1,train,REPAIR_OBJECT,0
15.18,455,TRAIN 1,train,REPAIR_OBJECT,0
15.18,455,TRAIN 1,train,REPAIR_OBJECT,0
15.21,456,TRAIN 1,train,REPAIR_OBJECT,0
15.21,456,TRAIN 1,train,REPAIR_OBJECT,0
15.21,456,TRAIN 1,train,REPAIR_OBJECT,0
15.25,457,TRAIN 1,train,REPAIR_OBJECT,0
15.25,457,TRAIN 1,train,REPAIR_OBJECT,0
15.25,457,TRAIN 1,train,REPAIR_OBJECT,0
15.28,458,TRAIN 1,train,REPAIR_OBJECT,0
15.28,458,TRAIN 1,train,REPAIR_OBJECT,0
15.28,458,TRAIN 1,train,REPAIR_OBJECT,0
15.31,459,TRAIN 1,train,REPAIR_OBJECT,0
15.31,459,TRAIN 1,train,REPAIR_OBJECT,0
15.31,459,TRAIN 1,train,REPAIR_OBJECT,0
15.35,460,TRAIN 1,train,REPAIR_OBJECT,0
15.35,460,TRAIN 1,train,REPAIR_OBJECT,0
15.35,460,TRAIN 1,train,REPAIR_OBJECT,0
15.38,461,TRAIN 1,train,REPAIR_OBJECT,0
15.38,461,TRAIN 1,train,REPAIR_OBJECT,0
15.38,461,TRAIN 1,train,REPAIR_OBJECT,0
15.42,462,TRAIN 1,train,REPAIR_OBJECT,0
15.42,462,TRAIN 1,train,REPAIR_OBJECT,0
15.42,462,TRAIN 1,train,REPAIR_OBJECT,0
15.45,463,TRAIN 1,train,REPAIR_OBJECT,0
15.45,463,TRAIN 1,train,REPAIR_OBJECT,0
15.45,463,TRAIN 1,train,REPAIR_OBJECT,0
15.48,464,TRAIN 1,train,REPAIR_OBJECT,0
15.48,464,TRAIN 1,train,REPAIR_OBJECT,0
